Year,State,AgencyType,Agency Name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,,La Salle,0,0,0,0,
,,,Lavaca,0,0,0,0,
,,,Lee,0,0,0,0,
,,,Leon,0,0,0,0,
,,,Limestone,0,0,0,0,
,,,Lipscomb,0,0,0,0,
,,,Live Oak,0,0,0,0,
,,,Llano,0,0,0,0,
,,,Loving,0,0,0,0,
,,,Madison,0,0,0,0,
,,,Marion,0,0,0,0,
,,,Mason,0,0,0,0,
,,,Matagorda,0,0,0,0,
,,,Maverick,0,0,0,0,
,,,McCulloch,0,0,0,0,
,,,McMullen,0,0,0,0,
,,,Menard,0,0,0,0,
,,,Milam,0,0,0,0,
,,,Mills,0,0,0,0,
,,,Mitchell,0,0,0,0,
,,,Montague,0,0,0,0,
,,,Moore,0,0,0,0,
,,,Morris,0,0,0,0,
,,,Motley,0,0,0,0,
,,,Nacogdoches,0,0,0,0,
,,,Navarro,0,0,0,0,
,,,Nolan,0,0,0,0,
,,,Ochiltree,0,0,0,0,
,,,Palo Pinto,0,0,0,0,
,,,Panola,0,0,0,0,
,,,Parmer,0,0,0,0,
,,,Pecos,0,0,0,0,
,,,Polk,0,0,0,0,
,,,Presidio,0,0,0,0,
,,,Rains,0,0,0,0,
,,,Reagan,0,0,0,0,
,,,Real,0,0,0,0,
,,,Red River,0,0,0,0,
,,,Reeves,0,0,0,0,
,,,Refugio,0,0,0,0,
,,,Roberts,0,0,0,0,
,,,Runnels,0,0,0,0,
,,,Sabine,0,0,0,0,
,,,San Augustine,0,0,0,0,
,,,San Jacinto,0,0,0,0,
,,,San Saba,0,0,0,0,
,,,Schleicher,0,0,0,0,
,,,Scurry,0,0,0,0,
,,,Shackelford,0,0,0,0,
,,,Shelby,0,0,0,0,
,,,Sherman,0,0,0,0,
,,,Starr,0,0,0,0,
,,,Stephens,0,0,0,0,
,,,Sterling,0,0,0,0,
,,,Stonewall,0,0,0,0,
,,,Sutton,0,0,0,0,
,,,Swisher,0,0,0,0,
,,,Terrell,0,0,0,0,
,,,Terry,0,0,0,0,
,,,Throckmorton,0,0,0,0,
,,,Titus,0,0,0,0,
,,,Trinity,0,0,0,0,
,,,Tyler,0,0,0,0,
,,,Upton,0,0,0,0,
,,,Uvalde,0,0,0,0,
,,,Val Verde,0,0,0,0,
,,,Van Zandt,0,0,0,0,
,,,Walker,0,0,0,0,
,,,Ward,0,0,0,0,
,,,Washington,0,0,0,0,
,,,Wharton,0,0,0,0,
,,,Wheeler,0,0,0,0,
,,,Wilbarger,0,0,0,0,
,,,Willacy,0,0,0,0,
,,,Winkler,0,0,0,0,
,,,Wood,0,0,0,0,
,,,Yoakum,0,0,0,0,
,,,Young,0,0,0,0,
,,,Zapata,0,0,0,0,
,,,Zavala,0,0,0,0,
,,Other Agencies,Amarillo International Airport,0,0,0,0,
,,,Dallas-Fort Worth International Airport,0,0,0,0,
,,,Hospital District:,,,,,
,,,Dallas County,0,0,0,0,
,,,Tarrant County,0,0,0,0,
,,,Houston Metropolitan Transit Authority,0,0,0,0,
,,,Independent School District:,,,,,
,,,Aldine,0,0,0,0,
,,,Alvin,0,0,0,0,
,,,Angleton,0,0,0,0,
,,,Austin,0,0,0,0,
,,,Barbers Hill,0,0,0,0,
,,,Bay City,0,0,0,0,
,,,Brownsville,0,0,0,0,
,,,Cedar Hill,0,0,0,0,
,,,Columbia-Brazoria,0,0,0,0,
,,,Conroe,0,0,0,0,
,,,East Central,0,0,0,0,
,,,Ector County,0,0,0,0,
,,,Edinburg,0,0,0,0,
,,,El Paso,0,0,0,0,
,,,Floresville,0,0,0,0,
,,,Fort Bend,0,0,0,0,
,,,Galveston,0,0,0,0,
,,,Hallsville,0,0,0,0,
,,,Humble,0,0,0,0,
,,,Judson,0,0,0,0,
,,,Katy,0,0,0,0,
,,,Killeen,0,0,0,0,
,,,Klein,0,0,0,0,
,,,Lyford,0,0,0,0,
,,,Mexia,0,0,0,0,
,,,Midland,0,0,0,0,
,,,Pasadena,0,0,0,0,
,,,Raymondville,0,0,0,0,
,,,Rio Grande City,0,0,0,0,
,,,Sealy,0,0,0,0,
,,,Socorro,0,0,0,0,
,,,Spring,0,0,0,0,
,,,Spring Branch,0,0,0,0,
,,,Taft,0,0,0,0,
,,,United,0,0,0,0,
,,,Port of Brownsville,0,0,0,0,
,,,Port of Houston Authority,0,0,0,0,
,Utah,Cities,American Fork/Cedar Hills,0,0,0,0,38412
,,,Big Water,0,0,0,0,466
,,,Blanding,0,0,0,0,3631
,,,Bluffdale,0,0,0,0,8596
,,,Brian Head,0,0,0,0,86
,,,Cedar City,0,0,0,0,29221
,,,Centerfield,0,0,0,0,1378
,,,Clearfield,0,0,0,0,30535
,,,Cottonwood Heights,0,0,0,0,34439
,,,Draper,0,0,0,0,46032
,,,East Carbon,0,0,0,0,1254
,,,Enoch,0,0,0,0,6051
,,,Ephraim,0,0,0,0,6506
,,,Escalante,,0,0,0,774
,,,Fairview,0,0,0,0,1257
,,,Fountain Green,0,0,0,0,1079
,,,Grantsville,0,0,0,0,9790
,,,Harrisville,0,0,0,0,5990
,,,Heber,0,0,0,0,13305
,,,Helper,0,0,0,0,2164
,,,Hurricane,0,0,0,0,14781
,,,Kamas,,0,0,0,1947
,,,Kanab,0,0,0,0,4500
,,,Kaysville,0,0,0,0,29224
,,,La Verkin,0,0,0,0,4186
,,,Layton,0,0,0,0,71629
,,,Lehi,,0,0,0,56080
,,,Lindon,0,0,0,0,10734
,,,Logan,0,0,0,0,49049
,,,Lone Peak,0,0,0,0,27524
,,,Mapleton,0,0,0,0,8970
,,,Moab,0,0,0,0,5133
,,,Monticello,0,0,0,0,1973
,,,Moroni,0,0,0,0,1435
,,,Mount Pleasant,0,0,0,0,3284
,,,Naples,0,0,0,0,2113
,,,Nephi,0,0,0,0,5459
,,,North Ogden,0,0,0,0,18176
,,,North Park,0,0,0,0,14255
,,,Orem,0,0,0,0,92409
,,,Park City,0,0,0,0,8048
,,,Parowan,0,0,0,0,2837
,,,Payson,0,0,0,0,19338
,,,Perry,0,0,0,0,4532
,,,Pleasant Grove,0,0,0,0,35317
,,,Pleasant View,0,0,0,0,8711
,,,Price,0,0,0,0,8436
,,,Provo,0,0,0,0,117158
,,,Richfield,0,0,0,0,7555
,,,Riverdale,0,0,0,0,8587
,,,Roy,0,0,0,0,37923
,,,Salem,0,0,0,0,7052
,,,Salina,0,0,0,0,2506
,,,Sandy,0,0,0,0,90860
,,,Santa Clara/Ivins,0,0,0,0,14179
,,,Santaquin/Genola,0,0,0,0,11407
,,,Saratoga Springs,0,0,0,0,24125
,,,Smithfield,0,0,0,0,10672
,,,South Jordan,0,0,0,0,61601
,,,South Ogden,0,0,0,0,16843
,,,South Salt Lake,0,0,0,0,24962
,,,Spanish Fork,0,0,0,0,37444
,,,Springdale,0,0,0,0,552
,,,Springville,0,0,0,0,31593
,,,St. George,0,0,0,0,77838
,,,Stockton,,0,0,0,616
,,,Sunset,0,0,0,0,5138
,,,Syracuse,0,0,0,0,26104
,,,Vernal,0,0,0,0,10705
,,,Washington,0,0,0,0,22727
,,,Willard,0,0,0,0,1758
,,,Woods Cross,0,0,0,,11003
,,Universities and Colleges,Brigham Young University,0,0,0,0,31123
,,,Snow College,0,0,0,0,4605
,,,Southern Utah University,0,0,0,,7745
,,,Utah State University:,,,,,
,,,Eastern3,0,0,0,0,
,,,Logan,0,0,0,0,27812
,,,Utah Valley University,0,0,0,0,30564
,,,Weber State University,0,0,0,0,25155
,,Metropolitan Counties,Box Elder,0,0,0,0,
,,,Cache,0,0,0,0,
,,,Juab,0,0,0,0,
,,,Morgan,0,,,,
,,,Utah,0,0,0,0,
,,,Washington,0,0,0,0,
,,,Weber,0,0,0,0,
,,Nonmetropolitan Counties,Beaver,0,0,0,0,
,,,Daggett,0,0,0,0,
,,,Emery,0,0,0,0,
,,,Grand,0,0,0,0,
,,,Iron,0,0,0,0,
,,,Kane,0,0,0,0,
,,,Millard,0,0,0,0,
,,,Piute,0,0,0,0,
,,,Rich,,0,0,0,
,,,San Juan,0,0,0,0,
,,,Sanpete,0,0,0,0,
,,,Sevier,0,0,0,0,
,,,Summit,0,0,0,0,
,,,Uintah,0,0,0,0,
,,,Wasatch,0,0,0,0,
,,,Wayne,0,0,,,
,,Tribal Agencies,Goshute Tribal,0,0,0,0,
,,,Uintah and Ouray Tribal,0,0,0,0,
,,Other Agencies,Cache-Rich Drug Task Force,0,0,0,0,
,,,Davis Metropolitan Narcotics Strike Force,0,0,0,0,
,,,Granite School District,0,0,0,0,
,,,Parks and Recreation,0,0,0,0,
,,,"Utah County Attorney, Investigations Division",0,0,0,0,
,,,Utah County Major Crimes Task Force,0,0,0,0,
,,,Wildlife Resources,0,0,0,0,
,Vermont,Cities,Barre,0,0,0,0,8897
,,,Barre Town,0,0,0,0,7902
,,,Bennington,0,0,0,0,15465
,,,Berlin,0,0,0,0,2843
,,,Bradford,0,0,0,0,2770
,,,Brandon,0,0,0,0,3883
,,,Brattleboro,0,0,0,0,11737
,,,Brighton,0,0,0,0,1198
,,,Bristol,0,0,0,0,3862
,,,Canaan,0,0,0,0,945
,,,Castleton,0,0,0,0,4632
,,,Chester,0,0,0,0,3091
,,,Colchester,0,0,0,0,17346
,,,Dover,0,0,0,0,1111
,,,Fair Haven,0,0,0,0,2659
,,,Hardwick,0,0,0,0,2963
,,,Hartford,0,0,0,0,9781
,,,Hinesburg,0,0,0,0,4506
,,,Killington,0,0,0,0,802
,,,Ludlow,0,0,0,0,1932
,,,Lyndonville,0,,0,0,1207
,,,Milton,0,0,0,0,10623
,,,Montpelier,0,0,0,0,7732
,,,Morristown,0,0,0,0,5433
,,,Newport,0,0,0,0,4505
,,,Northfield,0,0,0,0,6144
,,,Norwich,0,0,0,0,3385
,,,Pittsford,0,0,0,0,2916
,,,Richmond,0,0,0,0,4107
,,,Royalton,0,0,0,0,2766
,,,Rutland,0,0,0,0,16044
,,,Rutland Town,0,0,0,0,4049
,,,Shelburne,0,0,0,0,7601
,,,Springfield,0,0,0,0,9233
,,,St. Albans,0,0,0,0,6864
,,,St. Johnsbury,0,0,0,0,7584
,,,Stowe,0,0,0,0,4433
,,,Swanton,0,0,0,0,6415
,,,Thetford,0,0,0,0,2595
,,,Vergennes,0,,0,0,2586
,,,Vernon,0,0,0,0,2189
,,,Waterbury,0,0,0,0,5130
,,,Weathersfield,0,0,0,0,2787
,,,Williston,0,0,0,0,9089
,,,Wilmington,0,0,0,0,1844
,,,Windsor,0,0,0,0,3470
,,,Winhall,0,0,0,0,762
,,,Woodstock,0,0,0,0,2990
,,Metropolitan Counties,Chittenden,0,0,0,0,
,,,Franklin,0,0,0,0,
,,,Grand Isle,0,0,0,0,
,,Nonmetropolitan Counties,Addison,0,0,0,0,
,,,Bennington,0,0,0,0,
,,,Caledonia,0,0,0,0,
,,,Essex,0,0,0,0,
,,,Orange,0,0,0,0,
,,,Orleans,0,0,0,0,
,,,Rutland,0,0,0,0,
,,,Washington,0,0,0,0,
,,,Windham,0,0,0,0,
,,,Windsor,0,0,0,0,
,,State Police Agencies,State Police: ,0,0,0,0,
,,,Bradford,,,,,
,,,Brattleboro,0,0,0,0,
,,,Derby,0,0,0,0,
,,,Middlesex,0,0,0,0,
,,,New Haven,0,0,0,0,
,,,Royalton,0,0,0,0,
,,,Rockingham,0,0,0,0,
,,,Rutland,0,0,0,0,
,,,Shaftsbury,0,0,0,0,
,,,St. Albans,0,0,0,0,
,,,St. Johnsbury,0,0,0,0,
,,,Williston,0,0,0,0,
,,,Vermont State Police,0,0,0,0,
,,,"Vermont State Police Headquarters, Bureau of Criminal Investigations",0,0,0,0,
,,Other Agencies,Attorney General,0,0,0,0,
,,,Capitol Police,,,0,0,
,,,"Department of Liquor Control, Division of Enforcement and Licensing",0,0,0,0,
,,,Department of Motor Vehicles,0,0,0,0,
,,,"Fish and Wildlife Department, Law Enforcement Division",0,0,0,0,
,,,"Secretary of State, Investigations Unit",0,0,0,0,
,Virginia,Cities,Abingdon,0,0,0,0,8209
,,,Altavista,0,0,0,0,3499
,,,Amherst,0,0,0,0,2216
,,,Appalachia,0,0,0,0,1720
,,,Ashland,0,0,0,0,7303
,,,Bedford,0,0,0,0,5882
,,,Berryville,0,0,0,0,4304
,,,Big Stone Gap,0,0,0,0,5533
,,,Blacksburg,0,0,0,0,43842
,,,Blackstone,0,0,0,0,3564
,,,Bloxom,0,,,,388
,,,Bluefield,0,0,,,5379
,,,Bowling Green,0,0,0,0,1144
,,,Boykins,0,0,0,0,548
,,,Bridgewater,0,0,0,0,5938
,,,Broadway,0,0,0,0,3787
,,,Brookneal,0,0,0,0,1123
,,,Buena Vista,0,0,0,0,6693
,,,Burkeville,0,0,0,0,425
,,,Cape Charles,0,0,0,0,985
,,,Cedar Bluff,0,0,0,,1102
,,,Chase City,0,0,0,0,2319
,,,Chatham,0,0,0,0,1495
,,,Chilhowie,0,0,0,0,1749
,,,Chincoteague,0,0,0,0,2926
,,,Christiansburg,0,0,0,0,21663
,,,Clarksville,0,0,0,0,1128
,,,Clifton Forge,0,0,0,0,3864
,,,Clintwood,0,0,0,0,1355
,,,Coeburn,0,0,0,0,2108
,,,Colonial Beach,0,0,0,0,3574
,,,Colonial Heights,0,0,0,0,17706
,,,Covington,0,0,0,0,5786
,,,Crewe,0,0,0,0,2290
,,,Culpeper,0,0,0,0,17259
,,,Damascus,0,0,0,0,815
,,,Danville,0,0,0,0,42936
,,,Dayton,0,0,0,0,1576
,,,Dublin,0,0,0,0,2484
,,,Dumfries,0,0,0,0,5212
,,,Edinburg,0,0,0,0,1063
,,,Elkton,0,0,0,0,2792
,,,Emporia,0,0,0,0,5511
,,,Exmore,0,0,0,0,1444
,,,Fairfax City,0,0,0,0,24345
,,,Farmville,0,0,0,0,8043
,,,Franklin,0,0,0,0,8651
,,,Galax,0,0,0,0,7030
,,,Gate City,0,0,0,0,1991
,,,Glade Spring,0,0,0,0,1464
,,,Glasgow,0,,,,1130
,,,Glen Lyn,0,0,0,0,113
,,,Gordonsville,0,0,0,0,1569
,,,Gretna,0,0,0,0,1245
,,,Grottoes,0,0,0,0,2742
,,,Grundy,0,0,0,0,1006
,,,Halifax,0,0,0,0,1254
,,,Haymarket,0,0,0,0,2003
,,,Haysi,0,0,0,0,476
,,,Herndon,0,0,0,0,24714
,,,Hillsville,0,0,0,0,2709
,,,Honaker,0,0,0,0,1402
,,,Hopewell,0,0,0,0,22054
,,,Hurt,0,0,0,0,1281
,,,Independence,0,0,0,0,928
,,,Jonesville,0,0,0,0,988
,,,Kenbridge,0,0,0,0,1227
,,,Kilmarnock,0,0,0,0,1455
,,,La Crosse,0,,,,594
,,,Lawrenceville,0,0,0,0,1023
,,,Lebanon,0,0,0,0,3373
,,,Lexington,0,0,0,0,7203
,,,Louisa,0,0,0,0,1605
,,,Luray,0,0,0,0,4851
,,,Manassas Park,0,0,0,0,16618
,,,Marion,0,0,0,0,5889
,,,Martinsville,0,0,0,0,13765
,,,Middleburg,0,0,0,0,770
,,,Middletown,0,0,0,0,1326
,,,Mount Jackson,0,0,0,0,2021
,,,Narrows,0,0,0,0,1983
,,,New Market,0,0,0,0,2192
,,,Norton,0,0,0,0,4030
,,,Occoquan,0,0,0,0,1008
,,,Onancock,0,0,0,0,1263
,,,Onley,0,0,0,0,517
,,,Orange,0,0,0,0,4887
,,,Parksley,0,0,0,0,844
,,,Pearisburg,0,0,0,0,2712
,,,Pembroke,0,0,0,0,1098
,,,Pennington Gap,0,0,0,0,1838
,,,Petersburg,0,0,0,0,32546
,,,Pocahontas,0,,,,388
,,,Poquoson,0,0,0,0,12098
,,,Pound,0,,,,1008
,,,Pulaski,0,0,0,0,8918
,,,Quantico,0,0,0,0,529
,,,Radford,0,0,0,0,17383
,,,Richlands,0,0,0,0,5634
,,,Roanoke,0,0,0,0,98941
,,,Rocky Mount,0,0,0,0,4836
,,,Rural Retreat,0,0,0,0,1499
,,,Salem,0,0,0,0,25415
,,,Saltville,0,0,0,0,2046
,,,Shenandoah,0,0,0,0,2350
,,,Smithfield,0,0,0,0,8251
,,,South Boston,0,0,0,0,7954
,,,South Hill,0,0,0,0,4573
,,,Stanley,0,0,0,0,1665
,,,Stephens City,0,0,0,0,1916
,,,St. Paul,0,0,0,0,952
,,,Strasburg,0,0,0,0,6537
,,,Tappahannock,0,0,0,0,2402
,,,Tazewell,0,0,0,0,4521
,,,Timberville,0,0,0,0,2586
,,,Victoria,0,0,0,0,1687
,,,Vinton,0,0,0,0,8174
,,,Warrenton,0,0,0,0,9920
,,,Warsaw,0,0,0,0,1496
,,,Waverly,0,0,0,0,2072
,,,Waynesboro,0,0,0,0,21321
,,,Weber City,0,0,0,0,1282
,,,White Stone,0,0,0,0,342
,,,Williamsburg,0,0,0,0,15494
,,,Winchester,0,0,0,0,27481
,,,Windsor,0,0,0,0,2624
,,,Wise,0,0,0,0,3218
,,,Woodstock,0,0,0,0,5210
,,,Wytheville,0,0,0,0,8240
,,Universities and Colleges,Christopher Newport University,0,0,0,0,5232
,,,College of William and Mary,0,0,0,0,8376
,,,Eastern Virginia Medical School,0,0,0,0,1017
,,,Emory and Henry College,0,0,0,0,959
,,,Ferrum College,0,0,0,0,1512
,,,Hampton University,0,0,0,0,4622
,,,James Madison University,0,0,0,0,20181
,,,J. Sargeant Reynolds Community College,0,0,0,0,12454
,,,Longwood University,0,0,0,0,4960
,,,Lord Fairfax Community College,0,0,0,0,7238
,,,Norfolk State University,0,0,0,0,6728
,,,Old Dominion University,0,0,,,24828
,,,Richard Bland College,0,0,0,0,1428
,,,University of Mary Washington,0,0,0,,4831
,,,University of Richmond,0,0,0,0,4140
,,,University of Virginia,0,0,0,0,23464
,,,University of Virginia's College at Wise,0,0,0,0,2291
,,,Virginia Commonwealth University,0,0,0,0,30974
,,,Virginia Military Institute,0,0,0,0,1675
,,,Virginia Polytechnic Institute and State University,0,0,0,0,31205
,,,Virginia State University,0,0,0,0,5763
,,,Virginia Western Community College,0,0,0,0,8654
,,Metropolitan Counties,Amelia,0,0,0,0,
,,,Appomattox,0,0,0,0,
,,,Augusta,0,0,0,0,
,,,Botetourt,0,0,0,0,
,,,Buckingham,0,0,0,0,
,,,Campbell,0,0,0,0,
,,,Caroline,0,0,0,0,
,,,Charles City,0,0,0,0,
,,,Craig,0,0,0,0,
,,,Culpeper,0,0,0,0,
,,,Fauquier,0,0,0,0,
,,,Floyd,0,0,0,0,
,,,Franklin,0,0,0,0,
,,,Frederick,0,0,0,0,
,,,Giles,0,0,0,0,
,,,Gloucester,0,0,0,0,
,,,Hanover,0,0,0,0,
,,,Isle of Wight,0,0,0,0,
,,,James City County Police Department,0,0,0,0,
,,,King William,0,0,0,0,
,,,Mathews,0,0,0,0,
,,,Montgomery,0,0,0,0,
,,,Nelson,0,0,0,0,
,,,Prince William County Police Department,0,0,0,0,
,,,Pulaski,0,0,0,0,
,,,Rappahannock,0,0,0,0,
,,,Rockingham,0,0,0,0,
,,,Scott,0,0,0,0,
,,,Sussex,0,0,0,0,
,,,Washington,0,0,0,0,
,,Nonmetropolitan Counties,Alleghany,0,0,0,0,
,,,Bath,0,0,0,0,
,,,Bland,0,0,0,0,
,,,Brunswick,0,0,0,0,
,,,Buchanan,0,0,0,0,
,,,Carroll,0,0,0,0,
,,,Charlotte,0,0,0,0,
,,,Cumberland,0,0,0,0,
,,,Dickenson,0,0,0,0,
,,,Essex,0,0,0,0,
,,,Grayson,0,0,0,0,
,,,Greensville,0,0,0,0,
,,,Halifax,0,0,0,0,
,,,Henry,0,0,0,0,
,,,Highland,0,0,0,0,
,,,King and Queen,0,0,0,0,
,,,King George,0,0,0,0,
,,,Lancaster,0,0,0,0,
,,,Lee,0,0,0,0,
,,,Louisa,0,0,0,0,
,,,Lunenburg,0,0,0,0,
,,,Madison,0,0,0,0,
,,,Mecklenburg,0,0,0,0,
,,,Middlesex,0,0,0,0,
,,,Northampton,0,0,0,0,
,,,Northumberland,0,0,0,0,
,,,Nottoway,0,0,0,0,
,,,Orange,0,0,0,0,
,,,Page,0,0,0,0,
,,,Patrick,0,0,0,0,
,,,Prince Edward,0,0,0,0,
,,,Richmond,0,0,0,0,
,,,Rockbridge,0,0,0,0,
,,,Russell,0,0,0,0,
,,,Shenandoah,0,0,0,0,
,,,Smyth,0,0,0,0,
,,,Southampton,0,0,0,0,
,,,Surry,0,0,0,0,
,,,Westmoreland,0,0,0,0,
,,,Wise,0,0,0,0,
,,,Wythe,0,0,0,0,
,,State Police Agencies,State Police: ,,,,,
,,,Accomack County,0,0,0,0,
,,,Albemarle County,0,0,0,0,
,,,Alexandria,0,0,0,0,
,,,Alleghany County,0,0,0,0,
,,,Amelia County,0,0,0,,
,,,Amherst County,0,0,0,0,
,,,Appomattox County,0,0,0,0,
,,,Arlington County,0,0,0,0,
,,,Augusta County,0,0,0,0,
,,,Bath County,0,0,0,0,
,,,Bedford,0,,,,
,,,Bedford County,0,0,0,0,
,,,Bland County,0,0,0,0,
,,,Botetourt County,0,0,0,0,
,,,Bristol,0,0,0,0,
,,,Brunswick County,0,0,0,0,
,,,Buchanan County,0,0,0,0,
,,,Buckingham County,0,0,0,0,
,,,Buena Vista,0,0,0,0,
,,,Campbell County,0,0,0,0,
,,,Caroline County,0,0,0,0,
,,,Carroll County,0,0,0,0,
,,,Charles City County,,0,0,0,
,,,Charlotte County,0,0,0,0,
,,,Charlottesville,0,0,0,0,
,,,Chesapeake,0,0,0,0,
,,,Chesterfield County,0,0,0,0,
,,,Clarke County,0,0,0,0,
,,,Colonial Heights,0,0,0,0,
,,,Covington,0,0,0,0,
,,,Craig County,0,0,0,0,
,,,Culpeper County,0,0,0,0,
,,,Cumberland County,0,0,0,0,
,,,Danville,0,0,0,0,
,,,Dickenson County,0,0,0,0,
,,,Dinwiddie County,0,0,0,0,
,,,Emporia,0,0,0,,
,,,Essex County,0,0,0,0,
,,,Fairfax City,0,,0,0,
,,,Fairfax County,0,0,0,0,
,,,Fauquier County,0,0,0,0,
,,,Floyd County,0,0,0,0,
,,,Fluvanna County,0,0,0,0,
,,,Franklin,,0,0,0,
,,,Franklin County,0,0,0,0,
,,,Frederick County,0,0,0,0,
,,,Fredericksburg,0,0,0,0,
,,,Galax,,0,0,0,
,,,Giles County,0,0,0,0,
,,,Gloucester County,0,0,0,0,
,,,Goochland County,0,0,0,0,
,,,Grayson County,0,0,0,0,
,,,Greene County,0,0,0,0,
,,,Greensville County,0,0,0,0,
,,,Halifax County,0,0,0,0,
,,,Hampton,0,0,0,0,
,,,Hanover County,0,0,0,0,
,,,Harrisonburg,0,0,0,0,
,,,Henrico County,0,0,0,0,
,,,Henry County,0,0,0,0,
,,,Highland County,0,0,0,0,
,,,Hopewell,0,0,0,0,
,,,Isle of Wight County,0,0,0,0,
,,,James City County,0,0,0,0,
,,,King and Queen County,,0,0,0,
,,,King George County,0,0,0,0,
,,,King William County,0,0,0,0,
,,,Lancaster County,0,0,0,0,
,,,Lee County,0,0,0,0,
,,,Lexington,0,0,0,0,
,,,Loudoun County,0,0,0,0,
,,,Louisa County,0,0,0,0,
,,,Lunenburg County,0,0,0,0,
,,,Lynchburg,0,0,0,0,
,,,Madison County,0,0,0,0,
,,,Manassas,0,0,0,,
,,,Manassas Park,0,,0,0,
,,,Martinsville,0,,,0,
,,,Mathews County,,0,0,0,
,,,Mecklenburg County,0,0,0,0,
,,,Middlesex County,0,0,0,0,
,,,Montgomery County,0,0,0,0,
,,,Nelson County,0,0,0,0,
,,,New Kent County,0,0,0,0,
,,,Newport News,0,0,0,0,
,,,Norfolk,0,0,0,0,
,,,Northampton County,0,0,0,0,
,,,Northumberland County,0,0,0,0,
,,,Norton,,,0,0,
,,,Nottoway County,0,0,0,0,
,,,Orange County,0,0,0,0,
,,,Page County,0,0,0,0,
,,,Patrick County,0,0,0,0,
,,,Petersburg,0,0,0,0,
,,,Pittsylvania County,0,0,0,0,
,,,Portsmouth,0,0,0,0,
,,,Powhatan County,0,0,0,0,
,,,Prince Edward County,0,0,0,0,
,,,Prince George County,0,0,0,0,
,,,Prince William County,0,0,0,0,
,,,Pulaski County,0,0,0,0,
,,,Radford,0,,,0,
,,,Rappahannock County,0,0,0,0,
,,,Richmond,0,0,0,0,
,,,Richmond County,0,0,0,0,
,,,Roanoke,0,0,0,0,
,,,Roanoke County,0,0,0,0,
,,,Rockbridge County,0,0,0,0,
,,,Rockingham County,0,0,0,0,
,,,Russell County,0,0,0,0,
,,,Salem,0,0,0,0,
,,,Scott County,0,0,0,0,
,,,Shenandoah County,0,0,0,0,
,,,Smyth County,0,0,0,0,
,,,Southampton County,0,0,0,0,
,,,Spotsylvania County,0,0,0,0,
,,,Stafford County,0,0,0,0,
,,,Staunton,0,0,0,0,
,,,Suffolk,0,0,0,0,
,,,Surry County,0,,0,0,
,,,Sussex County,0,0,0,0,
,,,Tazewell County,0,0,0,0,
,,,Virginia Beach,0,0,0,0,
,,,Warren County,0,0,0,0,
,,,Washington County,0,0,0,0,
,,,Waynesboro,0,0,0,0,
,,,Westmoreland County,0,0,0,0,
,,,Williamsburg,0,0,0,0,
,,,Winchester,0,0,0,0,
,,,Wise County,0,0,0,0,
,,,Wythe County,0,0,0,0,
,,,York County,0,0,0,0,
,,Other Agencies,Alcoholic Beverage Control Commission,0,0,0,0,
,,,Central State Hospital,0,0,0,0,
,,,Department of Conservation and Recreation,0,0,0,0,
,,,"Department of Game and Inland Fisheries, Enforcement Division",0,0,0,0,
,,,Department of Motor Vehicles,0,0,0,0,
,,,Norfolk Airport Authority,0,0,0,0,
,,,"Port Authority, Norfolk",,0,0,0,
,,,Reagan National Airport,0,0,0,0,
,,,Richmond International Airport,0,0,0,0,
,,,Virginia State Capitol,0,0,0,0,
,Washington,Cities,Airway Heights,0,0,0,0,6502
,,,Algona,0,0,0,0,3116
,,,Anacortes,0,0,0,0,16119
,,,Arlington,0,0,0,0,18836
,,,Asotin,0,0,0,0,1290
,,,Battle Ground,0,0,0,0,18449
,,,Bellevue,0,0,0,0,135449
,,,Bingen,0,0,0,0,734
,,,Black Diamond,0,0,0,0,4325
,,,Blaine,0,0,0,0,4964
,,,Brewster,0,0,0,0,2354
,,,Brier,0,0,0,0,6425
,,,Buckley,0,0,0,0,4964
,,,Burlington,0,0,0,0,8524
,,,Camas,0,0,0,0,21275
,,,Castle Rock,0,0,0,0,2139
,,,Chehalis,0,0,0,0,7271
,,,Cheney,0,0,0,0,11387
,,,Chewelah,0,0,0,0,2590
,,,Clarkston,0,0,0,0,7382
,,,Cle Elum,0,0,0,0,2748
,,,Clyde Hill,0,0,0,0,3198
,,,College Place,0,0,0,0,9012
,,,Colton,0,0,0,0,427
,,,Colville,0,0,0,0,4666
,,,Connell,0,0,0,0,5746
,,,Cosmopolis,0,0,0,0,1588
,,,Coulee Dam,0,0,0,0,1098
,,,Coupeville,0,0,0,0,1853
,,,Covington,0,0,0,0,19146
,,,Des Moines,0,0,0,0,30926
,,,Dupont,0,0,0,0,9537
,,,Duvall,0,0,0,0,7658
,,,Edgewood,0,0,0,0,9645
,,,Edmonds,0,0,0,0,40972
,,,Ellensburg,0,0,0,0,18382
,,,Elma,0,0,0,0,3012
,,,Enumclaw,0,0,0,0,11571
,,,Ephrata,0,0,0,0,8024
,,,Everson,0,0,0,0,2570
,,,Ferndale,0,0,0,0,12568
,,,Forks,0,0,0,0,3726
,,,Garfield,0,0,,,596
,,,Gig Harbor,0,0,0,0,7978
,,,Goldendale,0,0,0,0,3463
,,,Grand Coulee,0,0,0,0,1041
,,,Grandview,0,0,0,0,11172
,,,Granger,0,0,0,0,3366
,,,Hoquiam,0,0,0,0,8385
,,,Ilwaco,0,0,0,0,897
